county,year,quarter,age_band,population_sample,employed,unemployed,self_employed,employment_rate,self_emp_rate
Galway,2023,Q4,20-24,1115,840,58,124,75.3,14.8
Galway,2023,Q4,25-29,1197,1057,120,158,88.3,14.9
Galway,2023,Q4,30-34,1119,1102,76,208,98.5,18.9
Galway,2024,Q1,15-19,1665,659,55,67,39.6,10.2
Galway,2024,Q1,20-24,1215,910,76,160,74.9,17.6
Galway,2024,Q1,25-29,1662,1512,77,302,91.0,20.0
Galway,2024,Q1,30-34,1095,1088,58,134,99.4,12.3
Galway,2024,Q2,15-19,1324,508,26,67,38.4,13.2
Galway,2024,Q2,20-24,1787,1375,148,246,76.9,17.9
Galway,2024,Q2,25-29,1784,1576,122,326,88.3,20.7
Galway,2024,Q2,30-34,1108,1070,93,130,96.6,12.1
Galway,2024,Q3,15-19,1346,510,37,121,37.9,23.7
Galway,2024,Q3,20-24,1428,1097,92,204,76.8,18.6
Galway,2024,Q3,25-29,1270,1143,120,226,90.0,19.8
Galway,2024,Q3,30-34,1518,1453,138,195,95.7,13.4
Galway,2024,Q4,15-19,1327,503,41,113,37.9,22.5
Galway,2024,Q4,20-24,1530,1132,104,254,74.0,22.4
Galway,2024,Q4,25-29,1800,1656,174,359,92.0,21.7
Galway,2024,Q4,30-34,1480,1474,147,171,99.6,11.6
Galway,2025,Q1,15-19,1548,587,35,58,37.9,9.9
Galway,2025,Q1,20-24,1565,1235,130,244,78.9,19.8
Galway,2025,Q1,25-29,1320,1257,139,185,95.2,14.7
Galway,2025,Q1,30-34,1630,1679,178,391,103.0,23.3
Galway,2025,Q2,15-19,1469,593,57,150,40.4,25.3
Galway,2025,Q2,20-24,1073,854,56,185,79.6,21.7
Galway,2025,Q2,25-29,1662,1555,62,265,93.6,17.0
Galway,2025,Q2,30-34,1495,1426,103,164,95.4,11.5
Galway,2025,Q3,15-19,1635,637,65,119,39.0,18.7
Galway,2025,Q3,20-24,1699,1316,77,126,77.5,9.6
Galway,2025,Q3,25-29,1639,1563,150,226,95.4,14.5
Galway,2025,Q3,30-34,1307,1296,52,321,99.2,24.8
Galway,2025,Q4,15-19,1201,476,41,122,39.6,25.6
Galway,2025,Q4,20-24,1536,1198,112,139,78.0,11.6
Galway,2025,Q4,25-29,1397,1297,141,202,92.8,15.6
Galway,2025,Q4,30-34,1740,1727,98,445,99.3,25.8
Kerry,2018,Q1,15-19,816,289,30,52,35.4,18.0
Kerry,2018,Q1,20-24,487,319,24,55,65.5,17.2
Kerry,2018,Q1,25-29,819,691,33,144,84.4,20.8
Kerry,2018,Q1,30-34,685,612,58,104,89.3,17.0
Kerry,2018,Q2,15-19,754,265,26,51,35.1,19.2
Kerry,2018,Q2,20-24,595,394,37,56,66.2,14.2
Kerry,2018,Q2,25-29,535,454,20,79,84.9,17.4
Kerry,2018,Q2,30-34,704,603,46,86,85.7,14.3
Kerry,2018,Q3,15-19,798,289,23,42,36.2,14.5
Kerry,2018,Q3,20-24,535,374,32,73,69.9,19.5
Kerry,2018,Q3,25-29,742,612,53,79,82.5,12.9
Kerry,2018,Q3,30-34,569,508,23,57,89.3,11.2
Kerry,2018,Q4,15-19,683,246,27,42,36.0,17.1
Kerry,2018,Q4,20-24,790,537,63,94,68.0,17.5
Kerry,2018,Q4,25-29,572,477,30,91,83.4,19.1
Kerry,2018,Q4,30-34,586,496,55,82,84.6,16.5
Kerry,2019,Q1,15-19,637,234,23,23,36.7,9.8
Kerry,2019,Q1,20-24,707,472,55,94,66.8,19.9
Kerry,2019,Q1,25-29,517,445,28,71,86.1,16.0
Kerry,2019,Q1,30-34,538,465,26,53,86.4,11.4
Kerry,2019,Q2,15-19,645,221,25,20,34.3,9.0
Kerry,2019,Q2,20-24,770,534,63,56,69.4,10.5
Kerry,2019,Q2,25-29,829,688,42,135,83.0,19.6
Kerry,2019,Q2,30-34,545,493,28,41,90.5,8.3
Kerry,2019,Q3,15-19,502,176,12,22,35.1,12.5
Kerry,2019,Q3,20-24,501,338,35,34,67.5,10.1
Kerry,2019,Q3,25-29,579,497,26,46,85.8,9.3
Kerry,2019,Q3,30-34,498,439,37,86,88.2,19.6
Kerry,2019,Q4,15-19,751,267,27,33,35.6,12.4
Kerry,2019,Q4,20-24,692,459,24,95,66.3,20.7
Kerry,2019,Q4,25-29,518,431,27,86,83.2,20.0
Kerry,2019,Q4,30-34,543,477,32,52,87.8,10.9
Kerry,2020,Q1,15-19,532,170,15,33,32.0,19.4
Kerry,2020,Q1,20-24,718,434,18,44,60.4,10.1
Kerry,2020,Q1,25-29,794,616,68,85,77.6,13.8
Kerry,2020,Q1,30-34,528,422,39,70,79.9,16.6
Kerry,2020,Q2,15-19,502,164,11,34,32.7,20.7
Kerry,2020,Q2,20-24,490,294,28,42,60.0,14.3
Kerry,2020,Q2,25-29,613,444,24,99,72.4,22.3
Kerry,2020,Q2,30-34,616,494,48,78,80.2,15.8
Kerry,2020,Q3,15-19,641,206,12,34,32.1,16.5
Kerry,2020,Q3,20-24,591,355,30,39,60.1,11.0
Kerry,2020,Q3,25-29,750,548,29,112,73.1,20.4
Kerry,2020,Q3,30-34,723,584,50,97,80.8,16.6
Kerry,2020,Q4,15-19,590,192,11,42,32.5,21.9
Kerry,2020,Q4,20-24,525,326,35,65,62.1,19.9
Kerry,2020,Q4,25-29,664,503,28,58,75.8,11.5
Kerry,2020,Q4,30-34,837,658,40,55,78.6,8.4
Kerry,2021,Q1,15-19,645,221,12,27,34.3,12.2
Kerry,2021,Q1,20-24,643,426,25,97,66.3,22.8
Kerry,2021,Q1,25-29,646,516,29,62,79.9,12.0
Kerry,2021,Q1,30-34,616,535,53,58,86.9,10.8
Kerry,2021,Q2,15-19,480,169,13,32,35.2,18.9
Kerry,2021,Q2,20-24,487,335,24,70,68.8,20.9
Kerry,2021,Q2,25-29,582,455,25,62,78.2,13.6
Kerry,2021,Q2,30-34,759,667,75,108,87.9,16.2
Kerry,2021,Q3,15-19,766,257,23,32,33.6,12.5
Kerry,2021,Q3,20-24,664,462,55,95,69.6,20.6
Kerry,2021,Q3,25-29,538,427,28,66,79.4,15.5
Kerry,2021,Q3,30-34,621,524,46,67,84.4,12.8
Kerry,2021,Q4,15-19,593,208,18,24,35.1,11.5
Kerry,2021,Q4,20-24,562,380,35,44,67.6,11.6
Kerry,2021,Q4,25-29,783,645,54,145,82.4,22.5
Kerry,2021,Q4,30-34,713,614,40,122,86.1,19.9
Kerry,2022,Q1,15-19,778,292,29,36,37.5,12.3
Kerry,2022,Q1,20-24,562,402,26,53,71.5,13.2
Kerry,2022,Q1,25-29,541,492,30,89,90.9,18.1
Kerry,2022,Q1,30-34,567,521,33,95,91.9,18.2
Kerry,2022,Q2,15-19,655,253,25,33,38.6,13.0
Kerry,2022,Q2,20-24,658,473,36,91,71.9,19.2
Kerry,2022,Q2,25-29,542,470,35,98,86.7,20.9
Kerry,2022,Q2,30-34,630,586,27,91,93.0,15.5
Kerry,2022,Q3,15-19,605,235,19,56,38.8,23.8
Kerry,2022,Q3,20-24,762,549,62,53,72.0,9.7
Kerry,2022,Q3,25-29,561,482,46,62,85.9,12.9
Kerry,2022,Q3,30-34,704,688,52,113,97.7,16.4
Kerry,2022,Q4,15-19,629,226,10,51,35.9,22.6
Kerry,2022,Q4,20-24,695,509,57,108,73.2,21.2
Kerry,2022,Q4,25-29,649,550,22,66,84.7,12.0
Kerry,2022,Q4,30-34,813,761,54,170,93.6,22.3
Kerry,2023,Q1,15-19,563,221,14,43,39.3,19.5
Kerry,2023,Q1,20-24,556,410,40,97,73.7,23.7
Kerry,2023,Q1,25-29,568,504,53,54,88.7,10.7
Kerry,2023,Q1,30-34,747,715,35,141,95.7,19.7
Kerry,2023,Q2,15-19,629,232,22,43,36.9,18.5
Kerry,2023,Q2,20-24,521,398,26,81,76.4,20.4
Kerry,2023,Q2,25-29,534,493,52,88,92.3,17.8
Kerry,2023,Q2,30-34,594,587,42,83,98.8,14.1
Kerry,2023,Q3,15-19,781,292,29,30,37.4,10.3
Kerry,2023,Q3,20-24,666,488,23,88,73.3,18.0
Kerry,2023,Q3,25-29,597,515,45,106,86.3,20.6
Kerry,2023,Q3,30-34,497,490,28,111,98.6,22.7
Kerry,2023,Q4,15-19,746,278,20,59,37.3,21.2
Kerry,2023,Q4,20-24,776,558,27,52,71.9,9.3
Kerry,2023,Q4,25-29,742,648,77,116,87.3,17.9
Kerry,2023,Q4,30-34,594,578,64,119,97.3,20.6
Kerry,2024,Q1,15-19,492,190,12,28,38.6,14.7
Kerry,2024,Q1,20-24,796,602,31,136,75.6,22.6
Kerry,2024,Q1,25-29,777,704,75,89,90.6,12.6
Kerry,2024,Q1,30-34,622,588,50,126,94.5,21.4
Kerry,2024,Q2,15-19,640,247,15,59,38.6,23.9
Kerry,2024,Q2,20-24,483,369,17,58,76.4,15.7
Kerry,2024,Q2,25-29,495,465,30,61,93.9,13.1
Kerry,2024,Q2,30-34,822,811,95,148,98.7,18.2
Kerry,2024,Q3,15-19,795,316,18,41,39.7,13.0
Kerry,2024,Q3,20-24,718,545,62,108,75.9,19.8
Kerry,2024,Q3,25-29,681,626,36,126,91.9,20.1
Kerry,2024,Q3,30-34,552,552,58,105,100.0,19.0
Kerry,2024,Q4,15-19,566,226,26,36,39.9,15.9
Kerry,2024,Q4,20-24,577,431,40,85,74.7,19.7
Kerry,2024,Q4,25-29,757,682,37,79,90.1,11.6
Kerry,2024,Q4,30-34,593,562,32,98,94.8,17.4
Kerry,2025,Q1,15-19,595,235,13,41,39.5,17.4
Kerry,2025,Q1,20-24,582,437,28,101,75.1,23.1
Kerry,2025,Q1,25-29,829,792,89,157,95.5,19.8
Kerry,2025,Q1,30-34,667,649,30,94,97.3,14.5
Kerry,2025,Q2,15-19,597,240,17,40,40.2,16.7
Kerry,2025,Q2,20-24,708,526,56,96,74.3,18.3
Kerry,2025,Q2,25-29,775,693,70,122,89.4,17.6
Kerry,2025,Q2,30-34,567,550,46,76,97.0,13.8
Kerry,2025,Q3,15-19,600,237,15,23,39.5,9.7
Kerry,2025,Q3,20-24,543,399,47,100,73.5,25.1
Kerry,2025,Q3,25-29,750,677,38,159,90.3,23.5
Kerry,2025,Q3,30-34,781,792,91,126,101.4,15.9
Kerry,2025,Q4,15-19,788,322,17,54,40.9,16.8
Kerry,2025,Q4,20-24,797,591,68,73,74.2,12.4
Kerry,2025,Q4,25-29,529,503,37,88,95.1,17.5
Kerry,2025,Q4,30-34,497,503,25,94,101.2,18.7
Kildare,2018,Q1,15-19,1294,462,51,42,35.7,9.1
Kildare,2018,Q1,20-24,1113,747,77,65,67.1,8.7
Kildare,2018,Q1,25-29,1154,954,50,107,82.7,11.2
Kildare,2018,Q1,30-34,1322,1194,138,146,90.3,12.2
Kildare,2018,Q2,15-19,1247,428,26,36,34.3,8.4
Kildare,2018,Q2,20-24,853,566,41,46,66.4,8.1
Kildare,2018,Q2,25-29,1282,1011,87,82,78.9,8.1
Kildare,2018,Q2,30-34,1163,1008,60,179,86.7,17.8
Kildare,2018,Q3,15-19,1132,398,16,35,35.2,8.8
Kildare,2018,Q3,20-24,1082,739,73,72,68.3,9.7
Kildare,2018,Q3,25-29,1374,1086,80,213,79.0,19.6
Kildare,2018,Q3,30-34,816,702,45,81,86.0,11.5
Kildare,2018,Q4,15-19,1319,477,22,68,36.2,14.3
Kildare,2018,Q4,20-24,974,681,31,74,69.9,10.9
Kildare,2018,Q4,25-29,870,687,54,97,79.0,14.1
Kildare,2018,Q4,30-34,994,873,83,137,87.8,15.7
Kildare,2019,Q1,15-19,1260,451,47,86,35.8,19.1
Kildare,2019,Q1,20-24,1084,729,44,97,67.3,13.3
Kildare,2019,Q1,25-29,1023,866,38,75,84.7,8.7
Kildare,2019,Q1,30-34,844,746,77,87,88.4,11.7
Kildare,2019,Q2,15-19,1020,358,23,45,35.1,12.6
Kildare,2019,Q2,20-24,1349,914,85,183,67.8,20.0
Kildare,2019,Q2,25-29,808,676,32,59,83.7,8.7
Kildare,2019,Q2,30-34,1386,1227,114,148,88.5,12.1
Kildare,2019,Q3,15-19,1388,514,26,115,37.0,22.4
Kildare,2019,Q3,20-24,946,637,43,121,67.3,19.0
Kildare,2019,Q3,25-29,988,833,98,160,84.3,19.2
Kildare,2019,Q3,30-34,986,877,65,113,88.9,12.9
Kildare,2019,Q4,15-19,943,339,14,48,35.9,14.2
Kildare,2019,Q4,20-24,887,629,53,121,70.9,19.2
Kildare,2019,Q4,25-29,1209,1011,60,151,83.6,14.9
Kildare,2019,Q4,30-34,1147,1002,92,194,87.4,19.4
Kildare,2020,Q1,15-19,1185,381,30,35,32.2,9.2
Kildare,2020,Q1,20-24,1095,656,76,68,59.9,10.4
Kildare,2020,Q1,25-29,994,753,65,130,75.8,17.3
Kildare,2020,Q1,30-34,1115,858,60,90,77.0,10.5
Kildare,2020,Q2,15-19,895,279,26,33,31.2,11.8
Kildare,2020,Q2,20-24,1160,727,43,130,62.7,17.9
Kildare,2020,Q2,25-29,1036,781,84,70,75.4,9.0
Kildare,2020,Q2,30-34,1352,1127,61,193,83.4,17.1
Kildare,2020,Q3,15-19,811,255,19,21,31.4,8.2
Kildare,2020,Q3,20-24,1304,792,33,140,60.7,17.7
Kildare,2020,Q3,25-29,1120,848,83,132,75.7,15.6
Kildare,2020,Q3,30-34,1185,963,112,88,81.3,9.1
Kildare,2020,Q4,15-19,1323,425,22,37,32.1,8.7
Kildare,2020,Q4,20-24,927,591,30,123,63.8,20.8
Kildare,2020,Q4,25-29,1219,927,95,213,76.0,23.0
Kildare,2020,Q4,30-34,1239,1017,95,187,82.1,18.4
Kildare,2021,Q1,15-19,1329,463,27,92,34.8,19.9
Kildare,2021,Q1,20-24,1199,789,73,143,65.8,18.1
Kildare,2021,Q1,25-29,1261,1019,44,192,80.8,18.8
Kildare,2021,Q1,30-34,1136,1003,84,137,88.3,13.7
Kildare,2021,Q2,15-19,1326,444,47,99,33.5,22.3
Kildare,2021,Q2,20-24,908,631,57,81,69.5,12.8
Kildare,2021,Q2,25-29,1005,791,31,152,78.7,19.2
Kildare,2021,Q2,30-34,1275,1089,44,182,85.4,16.7
Kildare,2021,Q3,15-19,1050,373,41,63,35.5,16.9
Kildare,2021,Q3,20-24,1310,886,62,157,67.6,17.7
Kildare,2021,Q3,25-29,1307,1038,73,164,79.4,15.8
Kildare,2021,Q3,30-34,1386,1240,146,182,89.5,14.7
Kildare,2021,Q4,15-19,853,304,36,52,35.6,17.1
Kildare,2021,Q4,20-24,992,658,51,88,66.3,13.4
Kildare,2021,Q4,25-29,1125,920,87,129,81.8,14.0
Kildare,2021,Q4,30-34,987,834,71,158,84.5,18.9
Kildare,2022,Q1,15-19,1075,411,45,67,38.2,16.3
Kildare,2022,Q1,20-24,901,635,65,121,70.5,19.1
Kildare,2022,Q1,25-29,1240,1071,80,196,86.4,18.3
Kildare,2022,Q1,30-34,842,775,38,183,92.0,23.6
Kildare,2022,Q2,15-19,825,304,18,62,36.8,20.4
Kildare,2022,Q2,20-24,1239,871,42,155,70.3,17.8
Kildare,2022,Q2,25-29,1238,1065,96,228,86.0,21.4
Kildare,2022,Q2,30-34,1226,1135,81,204,92.6,18.0
Kildare,2022,Q3,15-19,1168,442,49,94,37.8,21.3
Kildare,2022,Q3,20-24,1242,878,97,87,70.7,9.9
Kildare,2022,Q3,25-29,1158,1015,56,199,87.7,19.6
Kildare,2022,Q3,30-34,1362,1327,55,181,97.4,13.6
Kildare,2022,Q4,15-19,1068,409,39,56,38.3,13.7
Kildare,2022,Q4,20-24,1059,765,76,120,72.2,15.7
Kildare,2022,Q4,25-29,1322,1150,96,241,87.0,21.0
Kildare,2022,Q4,30-34,1297,1231,144,179,94.9,14.5
Kildare,2023,Q1,15-19,853,324,14,37,38.0,11.4
Kildare,2023,Q1,20-24,1346,1010,121,162,75.0,16.0
Kildare,2023,Q1,25-29,1213,1122,123,180,92.5,16.0
Kildare,2023,Q1,30-34,1016,967,68,187,95.2,19.3
Kildare,2023,Q2,15-19,1375,522,37,84,38.0,16.1
Kildare,2023,Q2,20-24,1016,779,71,187,76.7,24.0
Kildare,2023,Q2,25-29,968,843,51,145,87.1,17.2
Kildare,2023,Q2,30-34,1105,1051,70,115,95.1,10.9
Kildare,2023,Q3,15-19,987,366,36,44,37.1,12.0
Kildare,2023,Q3,20-24,1059,788,69,179,74.4,22.7
Kildare,2023,Q3,25-29,1090,944,56,128,86.6,13.6
Kildare,2023,Q3,30-34,1082,1045,54,122,96.6,11.7
Kildare,2023,Q4,15-19,1212,449,23,71,37.0,15.8
Kildare,2023,Q4,20-24,1059,792,64,111,74.8,14.0
Kildare,2023,Q4,25-29,838,749,41,104,89.4,13.9
Kildare,2023,Q4,30-34,865,838,89,178,96.9,21.2
Kildare,2024,Q1,15-19,1054,423,21,98,40.1,23.2
Kildare,2024,Q1,20-24,1398,1038,74,196,74.2,18.9
Kildare,2024,Q1,25-29,1397,1266,93,319,90.6,25.2
Kildare,2024,Q1,30-34,1341,1325,104,294,98.8,22.2
Kildare,2024,Q2,15-19,954,365,40,34,38.3,9.3
Kildare,2024,Q2,20-24,1340,991,50,161,74.0,16.2
Kildare,2024,Q2,25-29,1286,1157,51,218,90.0,18.8
Kildare,2024,Q2,30-34,1221,1163,87,116,95.2,10.0
Kildare,2024,Q3,15-19,1177,454,25,61,38.6,13.4
Kildare,2024,Q3,20-24,897,692,58,155,77.1,22.4
Kildare,2024,Q3,25-29,933,845,63,79,90.6,9.3
Kildare,2024,Q3,30-34,943,946,50,150,100.3,15.9
Kildare,2024,Q4,15-19,978,383,32,46,39.2,12.0
Kildare,2024,Q4,20-24,1215,939,96,129,77.3,13.7
Kildare,2024,Q4,25-29,1242,1103,102,115,88.8,10.4
Kildare,2024,Q4,30-34,922,874,47,108,94.8,12.4
Kildare,2025,Q1,15-19,834,316,22,56,37.9,17.7
Kildare,2025,Q1,20-24,946,746,45,93,78.9,12.5
Kildare,2025,Q1,25-29,974,899,40,95,92.3,10.6
Kildare,2025,Q1,30-34,815,811,89,150,99.5,18.5
Kildare,2025,Q2,15-19,1132,432,48,95,38.2,22.0
Kildare,2025,Q2,20-24,1025,765,63,153,74.6,20.0
Kildare,2025,Q2,25-29,800,728,63,122,91.0,16.8
Kildare,2025,Q2,30-34,1168,1118,59,128,95.7,11.4
Kildare,2025,Q3,15-19,1293,510,30,77,39.4,15.1
Kildare,2025,Q3,20-24,970,754,74,76,77.7,10.1
Kildare,2025,Q3,25-29,989,904,76,96,91.4,10.6
Kildare,2025,Q3,30-34,1243,1199,53,178,96.5,14.8
Kildare,2025,Q4,15-19,910,356,32,67,39.1,18.8
Kildare,2025,Q4,20-24,867,646,30,162,74.5,25.1
Kildare,2025,Q4,25-29,1317,1238,80,196,94.0,15.8
Kildare,2025,Q4,30-34,1068,1030,45,201,96.4,19.5
Kilkenny,2018,Q1,15-19,432,152,7,19,35.2,12.5
Kilkenny,2018,Q1,20-24,693,455,28,58,65.7,12.7
Kilkenny,2018,Q1,25-29,473,403,23,81,85.2,20.1
Kilkenny,2018,Q1,30-34,586,525,41,88,89.6,16.8
Kilkenny,2018,Q2,15-19,619,221,14,40,35.7,18.1
Kilkenny,2018,Q2,20-24,544,379,39,76,69.7,20.1
Kilkenny,2018,Q2,25-29,488,414,46,70,84.8,16.9
Kilkenny,2018,Q2,30-34,483,426,30,65,88.2,15.3
Kilkenny,2018,Q3,15-19,554,187,16,35,33.8,18.7
Kilkenny,2018,Q3,20-24,678,443,43,70,65.3,15.8
Kilkenny,2018,Q3,25-29,442,376,21,48,85.1,12.8
Kilkenny,2018,Q3,30-34,431,386,37,62,89.6,16.1
Kilkenny,2018,Q4,15-19,694,244,20,25,35.2,10.2
Kilkenny,2018,Q4,20-24,556,368,23,41,66.2,11.1
Kilkenny,2018,Q4,25-29,443,370,15,47,83.5,12.7
Kilkenny,2018,Q4,30-34,424,359,34,45,84.7,12.5
Kilkenny,2019,Q1,15-19,522,186,19,34,35.6,18.3
Kilkenny,2019,Q1,20-24,455,305,22,38,67.0,12.5
Kilkenny,2019,Q1,25-29,600,508,27,64,84.7,12.6
Kilkenny,2019,Q1,30-34,548,490,30,91,89.4,18.6
Kilkenny,2019,Q2,15-19,437,156,17,16,35.7,10.3
Kilkenny,2019,Q2,20-24,577,385,16,71,66.7,18.4
Kilkenny,2019,Q2,25-29,571,477,53,52,83.5,10.9
Kilkenny,2019,Q2,30-34,614,549,27,91,89.4,16.6
Kilkenny,2019,Q3,15-19,510,186,13,35,36.5,18.8
Kilkenny,2019,Q3,20-24,649,440,29,46,67.8,10.5
Kilkenny,2019,Q3,25-29,619,511,38,85,82.6,16.6
Kilkenny,2019,Q3,30-34,410,365,32,34,89.0,9.3
Kilkenny,2019,Q4,15-19,675,244,24,45,36.1,18.4
Kilkenny,2019,Q4,20-24,536,364,26,72,67.9,19.8
Kilkenny,2019,Q4,25-29,407,336,36,42,82.6,12.5
Kilkenny,2019,Q4,30-34,476,441,18,45,92.6,10.2
Kilkenny,2020,Q1,15-19,434,138,11,25,31.8,18.1
Kilkenny,2020,Q1,20-24,662,394,38,45,59.5,11.4
Kilkenny,2020,Q1,25-29,403,304,19,28,75.4,9.2
Kilkenny,2020,Q1,30-34,458,352,39,30,76.9,8.5
Kilkenny,2020,Q2,15-19,481,153,14,18,31.8,11.8
Kilkenny,2020,Q2,20-24,436,275,17,39,63.1,14.2
Kilkenny,2020,Q2,25-29,643,464,32,64,72.2,13.8
Kilkenny,2020,Q2,30-34,498,408,38,92,81.9,22.5
Kilkenny,2020,Q3,15-19,491,152,14,29,31.0,19.1
Kilkenny,2020,Q3,20-24,452,285,19,30,63.1,10.5
Kilkenny,2020,Q3,25-29,693,524,52,61,75.6,11.6
Kilkenny,2020,Q3,30-34,633,508,57,103,80.3,20.3
Kilkenny,2020,Q4,15-19,580,183,18,39,31.6,21.3
Kilkenny,2020,Q4,20-24,491,295,27,52,60.1,17.6
Kilkenny,2020,Q4,25-29,670,494,22,76,73.7,15.4
Kilkenny,2020,Q4,30-34,515,423,19,72,82.1,17.0
Kilkenny,2021,Q1,15-19,697,248,15,53,35.6,21.4
Kilkenny,2021,Q1,20-24,477,328,20,73,68.8,22.3
Kilkenny,2021,Q1,25-29,507,423,28,39,83.4,9.2
Kilkenny,2021,Q1,30-34,475,405,24,53,85.3,13.1
Kilkenny,2021,Q2,15-19,541,192,20,20,35.5,10.4
Kilkenny,2021,Q2,20-24,410,280,16,63,68.3,22.5
Kilkenny,2021,Q2,25-29,489,411,26,88,84.0,21.4
Kilkenny,2021,Q2,30-34,495,417,38,75,84.2,18.0
Kilkenny,2021,Q3,15-19,593,200,8,38,33.7,19.0
Kilkenny,2021,Q3,20-24,631,436,30,48,69.1,11.0
Kilkenny,2021,Q3,25-29,548,446,24,86,81.4,19.3
Kilkenny,2021,Q3,30-34,591,514,53,120,87.0,23.3
Kilkenny,2021,Q4,15-19,401,141,6,29,35.2,20.6
Kilkenny,2021,Q4,20-24,623,426,48,45,68.4,10.6
Kilkenny,2021,Q4,25-29,411,324,28,42,78.8,13.0
Kilkenny,2021,Q4,30-34,648,544,63,102,84.0,18.8
Kilkenny,2022,Q1,15-19,523,192,11,44,36.7,22.9
Kilkenny,2022,Q1,20-24,580,410,48,72,70.7,17.6
Kilkenny,2022,Q1,25-29,527,445,37,106,84.4,23.8
Kilkenny,2022,Q1,30-34,622,575,47,65,92.4,11.3
Kilkenny,2022,Q2,15-19,440,164,18,27,37.3,16.5
Kilkenny,2022,Q2,20-24,674,474,34,76,70.3,16.0
Kilkenny,2022,Q2,25-29,578,514,45,78,88.9,15.2
Kilkenny,2022,Q2,30-34,698,653,68,147,93.6,22.5
Kilkenny,2022,Q3,15-19,552,209,15,33,37.9,15.8
Kilkenny,2022,Q3,20-24,620,435,49,82,70.2,18.9
Kilkenny,2022,Q3,25-29,594,514,55,65,86.5,12.6
Kilkenny,2022,Q3,30-34,623,580,25,69,93.1,11.9
Kilkenny,2022,Q4,15-19,612,224,8,51,36.6,22.8
Kilkenny,2022,Q4,20-24,538,402,40,80,74.7,19.9
Kilkenny,2022,Q4,25-29,664,594,34,116,89.5,19.5
Kilkenny,2022,Q4,30-34,465,439,29,63,94.4,14.4
Kilkenny,2023,Q1,15-19,671,260,15,54,38.7,20.8
Kilkenny,2023,Q1,20-24,690,495,29,103,71.7,20.8
Kilkenny,2023,Q1,25-29,635,546,38,118,86.0,21.6
Kilkenny,2023,Q1,30-34,456,435,40,74,95.4,17.0
Kilkenny,2023,Q2,15-19,439,171,16,16,39.0,9.4
Kilkenny,2023,Q2,20-24,435,321,38,67,73.8,20.9
Kilkenny,2023,Q2,25-29,634,579,64,88,91.3,15.2
Kilkenny,2023,Q2,30-34,581,546,45,122,94.0,22.3
Kilkenny,2023,Q3,15-19,615,232,13,50,37.7,21.6
Kilkenny,2023,Q3,20-24,463,354,16,87,76.5,24.6
Kilkenny,2023,Q3,25-29,520,451,37,53,86.7,11.8
Kilkenny,2023,Q3,30-34,686,651,71,151,94.9,23.2
Kilkenny,2023,Q4,15-19,606,235,19,52,38.8,22.1
Kilkenny,2023,Q4,20-24,478,341,21,46,71.3,13.5
Kilkenny,2023,Q4,25-29,598,541,58,126,90.5,23.3
Kilkenny,2023,Q4,30-34,683,643,42,59,94.1,9.2
Kilkenny,2024,Q1,15-19,456,172,18,30,37.7,17.4
Kilkenny,2024,Q1,20-24,560,437,26,100,78.0,22.9
Kilkenny,2024,Q1,25-29,645,583,45,73,90.4,12.5
Kilkenny,2024,Q1,30-34,432,432,34,40,100.0,9.3
Kilkenny,2024,Q2,15-19,667,268,23,46,40.2,17.2
Kilkenny,2024,Q2,20-24,480,358,25,64,74.6,17.9
Kilkenny,2024,Q2,25-29,563,515,49,63,91.5,12.2
Kilkenny,2024,Q2,30-34,440,429,44,90,97.5,21.0
Kilkenny,2024,Q3,15-19,569,223,11,34,39.2,15.2
Kilkenny,2024,Q3,20-24,505,376,27,37,74.5,9.8
Kilkenny,2024,Q3,25-29,604,536,32,132,88.7,24.6
Kilkenny,2024,Q3,30-34,448,420,22,65,93.8,15.5
Kilkenny,2024,Q4,15-19,492,193,15,43,39.2,22.3
Kilkenny,2024,Q4,20-24,699,531,41,89,76.0,16.8
Kilkenny,2024,Q4,25-29,673,617,34,71,91.7,11.5
Kilkenny,2024,Q4,30-34,484,473,47,106,97.7,22.4
Kilkenny,2025,Q1,15-19,543,219,9,32,40.3,14.6
Kilkenny,2025,Q1,20-24,534,414,47,81,77.5,19.6
Kilkenny,2025,Q1,25-29,444,413,43,64,93.0,15.5
Kilkenny,2025,Q1,30-34,504,496,58,100,98.4,20.2
Kilkenny,2025,Q2,15-19,427,169,13,36,39.6,21.3
Kilkenny,2025,Q2,20-24,541,404,31,91,74.7,22.5
Kilkenny,2025,Q2,25-29,464,424,34,68,91.4,16.0
Kilkenny,2025,Q2,30-34,507,498,22,93,98.2,18.7
Kilkenny,2025,Q3,15-19,436,174,11,18,39.9,10.3
Kilkenny,2025,Q3,20-24,420,310,16,44,73.8,14.2
Kilkenny,2025,Q3,25-29,514,487,34,65,94.7,13.3
Kilkenny,2025,Q3,30-34,568,545,46,103,96.0,18.9
Kilkenny,2025,Q4,15-19,570,225,24,41,39.5,18.2
Kilkenny,2025,Q4,20-24,536,417,26,80,77.8,19.2
Kilkenny,2025,Q4,25-29,664,606,61,90,91.3,14.9
Kilkenny,2025,Q4,30-34,568,562,48,106,98.9,18.9
Laois,2018,Q1,15-19,319,109,8,12,34.2,11.0
Laois,2018,Q1,20-24,313,216,24,30,69.0,13.9
Laois,2018,Q1,25-29,285,229,20,44,80.4,19.2
Laois,2018,Q1,30-34,279,242,27,38,86.7,15.7
